dim1,dim2,label,label_name
4.691837632582457,-13.249763341722687,4,Coat
9.289496930057515,-22.63917931974611,4,Coat
24.578856800211557,4.44293788023449,1,Trouser
24.572761825343836,13.147409898576841,3,Dress
-20.075293074283117,19.137151685438553,7,Sneaker
-3.991240855101426,-18.979598318201784,2,Pullover
-31.135174201438524,2.5585170304543903,9,Ankle boot
2.716170630589691,26.76381115293452,5,Sandal
0.8229999747127755,-23.60758227215342,2,Pullover
3.7403021042853464,29.706536469032706,5,Sandal
-14.440703827669006,-24.493415639498174,2,Pullover
-5.125263346575163,2.815680113391639,6,Shirt
19.33423124553263,21.338330450930563,2,Pullover
27.555804212980792,5.07235045434202,1,Trouser
-3.3506021200755183,-4.088799296019932,4,Coat
4.196271312493063,19.864058250280753,0,T-shirt/top
-6.343274683223211,23.082472942041427,7,Sneaker
-19.380433551177354,11.553106186805172,7,Sneaker
20.62260859529434,4.3735837003248,3,Dress
-10.602998553557901,21.630402611099836,7,Sneaker
21.484492435007965,-3.748388269106413,3,Dress
-23.24757637499338,16.714482385257504,7,Sneaker
9.897167814159396,-8.55594965897995,6,Shirt
-0.538819743153461,14.408976136507944,6,Shirt
1.6881168154182569,-27.127162366401656,2,Pullover
0.23330058769274295,-24.361582063421825,4,Coat
15.016259023317211,35.014759543064145,9,Ankle boot
25.483916706206266,-16.02627357812097,3,Dress
-22.245873186010513,-38.488572445634524,8,Bag
21.6943512591773,3.2525577620513726,1,Trouser
8.07458761306831,5.816113722918736,0,T-shirt/top
-25.136683175352168,19.27804608886359,8,Bag
-22.555855416498424,-24.731585024752167,6,Shirt
-50.09962350577047,-0.8925404192892702,8,Bag
17.54442085575769,-15.999368087383319,0,T-shirt/top
3.466634493685669,-34.62573988247993,6,Shirt
25.57048105045755,44.977426478587155,9,Ankle boot
-36.89786917650169,-4.506478963975478,9,Ankle boot
-24.268112117215654,14.192646525741331,7,Sneaker
-9.017508289818256,-28.000175085436446,4,Coat
13.1675282523973,-12.857421776393972,6,Shirt
20.917996559452927,-25.021464416368392,0,T-shirt/top
9.554881315869073,7.063272154414508,3,Dress
-5.108853722841913,-30.108785915032424,6,Shirt
20.243794554372073,-15.53458741277703,3,Dress
-15.306803120077008,15.938923643924465,7,Sneaker
-3.397619861779311,-5.664734337338466,2,Pullover
12.046724833759283,-17.493873578654753,4,Coat
-30.943075866271208,6.168212748526389,9,Ankle boot
-2.0384690459843093,22.26314515797174,5,Sandal
9.437156565477189,-12.834491292527074,3,Dress
-7.456450454078771,-16.57905131385288,4,Coat
5.0785196638537995,22.83342993463157,0,T-shirt/top
2.3710669131693525,29.135547280530062,5,Sandal
5.181286946968257,13.601265305673156,0,T-shirt/top
-1.0747919154217453,40.614776764231614,5,Sandal
-3.7496393477864913,29.285425429636398,5,Sandal
4.457613096860226,-21.33588637287412,4,Coat
22.810034268713515,-33.50404616811212,0,T-shirt/top
-5.572148357393649,19.160468285342894,7,Sneaker
17.9718411375791,33.80166997180731,9,Ankle boot
8.837272917194117,12.9839421891616,3,Dress
-0.7488898179515304,8.412554181660028,6,Shirt
4.126727431678861,17.748149649254866,2,Pullover
-28.283004321119268,12.522844337921313,5,Sandal
-20.10910345001972,-17.333908194222108,8,Bag
11.695246263056733,30.34180953684165,5,Sandal
-14.160869025908585,8.230811862499612,9,Ankle boot
-19.173412923736972,20.52887890390974,7,Sneaker
24.92303102626383,-6.828208017485162,3,Dress
-45.59522224246914,-21.212968272050503,9,Ankle boot
-27.414636249056507,7.3995504288124065,9,Ankle boot
-4.131823792918739,33.419644551100916,5,Sandal
8.295428258428563,-37.29401467067424,6,Shirt
9.909861560384737,-12.933964195970578,3,Dress
-16.330648684352226,11.138363199579743,7,Sneaker
-15.883320612273572,11.597391521032222,5,Sandal
0.9371923931691761,-17.299325442155748,2,Pullover
-14.078358403340511,-13.511523264295244,8,Bag
-8.935038842842145,21.13416060439469,5,Sandal
9.865942481962009,-28.945280911661794,2,Pullover
24.532951063473345,-4.771672463048892,3,Dress
29.606251100416277,-30.98555113906348,0,T-shirt/top
-11.484766687414666,20.450616949355744,7,Sneaker
-16.42246384144284,2.6481591025602036,9,Ankle boot
1.0054457481674408,-9.049788514865007,6,Shirt
20.488929835997865,-1.5993295120451014,1,Trouser
-3.395951570185776,-22.022942513567028,6,Shirt
-6.311346249642662,3.666357366390805,4,Coat
-28.491266532562047,6.742866262545936,9,Ankle boot
-2.4062932151653995,12.54173598249065,6,Shirt
1.5435262058153987,-22.66370385328274,2,Pullover
-83.06622857545322,-15.791940416184419,8,Bag
-11.493307847317103,19.954482876813355,7,Sneaker
-2.750870951962786,-6.36249366130574,2,Pullover
