dim1,dim2,label,label_name
-0.34250133907655433,0.021002550749555746,4,Coat
-0.45642149687333267,-0.122096199997947,4,Coat
-0.16801242519552514,0.47812790997275834,1,Trouser
-0.036821495521114835,0.2845197275983215,3,Dress
0.41289938212311755,-0.21735058810758434,7,Sneaker
-0.35799872909107944,-0.23427768174956928,2,Pullover
0.1373082333638409,-0.3365394767678768,9,Ankle boot
0.3791676838960963,0.045945269719324305,5,Sandal
-0.46745967096087976,-0.2928765481314289,2,Pullover
0.36215160470031044,0.04743781318994379,5,Sandal
-0.2112157999162907,-0.25952047060467864,2,Pullover
0.13444340516792957,0.06701040774238064,6,Shirt
-0.01888773751408496,-0.16404249908816618,2,Pullover
-0.15661802159790675,0.3981356859972592,1,Trouser
-0.08719153003885514,0.02054863915621075,4,Coat
0.4286695566232242,0.28918045643395096,0,T-shirt/top
0.5613250003203344,0.0021739414235864554,7,Sneaker
0.3800374679648483,-0.2174559316749715,7,Sneaker
-0.11978399107308124,0.4132595645583554,3,Dress
0.4888852948936001,-0.06936030682384214,7,Sneaker
-0.23854464856083893,0.3216816498588812,3,Dress
0.338477481658184,-0.2321738011626173,7,Sneaker
-0.32451387491456307,0.2240899800331327,6,Shirt
0.2396292211475236,0.09949436325637463,6,Shirt
-0.3485840337856485,-0.2622138607130271,2,Pullover
-0.41033552603816503,-0.26215344535648716,4,Coat
0.03622647087504796,-0.2100786395902119,9,Ankle boot
-0.3968609150822263,0.11941375417235199,3,Dress
-0.047102518556648404,-0.2583777200246926,8,Bag
-0.09963170654621709,0.29739588932690325,1,Trouser
0.022389652642980463,0.26780862165165137,0,T-shirt/top
0.17022455855018404,-0.151788403082017,8,Bag
-0.11380631387647663,-0.2676353613059597,6,Shirt
-0.01168891304958024,-0.23623986208032074,8,Bag
-0.3528100918528314,0.09082112580618822,0,T-shirt/top
-0.3712708247018267,-0.3312689768071564,6,Shirt
-0.01650956731361666,-0.2234400290300753,9,Ankle boot
0.02879594944143098,-0.31156795083501915,9,Ankle boot
0.3041417068223894,-0.2604021141448993,7,Sneaker
-0.3505427865809947,-0.3779466881027649,4,Coat
-0.40105896196195917,0.16004795121670054,6,Shirt
-0.37805119534186443,-0.06228273131880856,0,T-shirt/top
0.04868752274672451,0.4904827105575264,3,Dress
-0.3752755816051481,-0.37258866444945554,6,Shirt
-0.3817593956798354,0.10015385245236963,3,Dress
0.44551693558988187,-0.15570692231953384,7,Sneaker
-0.11697128563881447,0.0074272345264157534,2,Pullover
-0.4379811884184368,0.03980664268644003,4,Coat
0.17136651970722225,-0.3241360757982429,9,Ankle boot
0.35014687620951845,-0.010410598041406914,5,Sandal
-0.31307719385789623,0.08611077656112923,3,Dress
-0.3004290169984375,-0.24493205596289666,4,Coat
0.42362835195194576,0.24155921654813406,0,T-shirt/top
0.32004811917357057,-0.016855347312167406,5,Sandal
0.24914181331128887,0.3013610515085138,0,T-shirt/top
0.16996235915387325,-0.11088882926259121,5,Sandal
0.4006948431407044,-0.0118640448740998,5,Sandal
-0.4451282244180008,-0.1771212716186737,4,Coat
-0.18667126304244427,-0.1680758971413193,0,T-shirt/top
0.5505774023163058,0.030580414695201296,7,Sneaker
0.012228818900162013,-0.26594485529563994,9,Ankle boot
0.15604852908992753,0.3411029028153352,3,Dress
0.2417164324792516,0.2099158136031048,6,Shirt
0.3561146705037273,0.27129578438984636,2,Pullover
0.2440262257474951,-0.27950341839601056,5,Sandal
-0.10659548913615575,-0.2603053080723402,8,Bag
0.15741157612766246,-0.03730305731444317,5,Sandal
0.37193482603437344,-0.15169233733985257,9,Ankle boot
0.38972262335065627,-0.18180097210696228,7,Sneaker
-0.2959906257751857,0.2938469973225317,3,Dress
-0.028004662772269064,-0.22179427541967844,9,Ankle boot
0.22735133587699402,-0.3061772155338906,9,Ankle boot
0.21240301979637932,-0.0972401054368634,5,Sandal
-0.3016464611539653,-0.29975973005991496,6,Shirt
-0.41137040575490186,0.12550351043530225,3,Dress
0.41995231718252624,-0.18082877697798916,7,Sneaker
0.3654371780978757,-0.15630118387345251,5,Sandal
-0.42224979593623924,-0.15390575177138996,2,Pullover
-0.10431653102624835,-0.1539738611662162,8,Bag
0.4981555429990479,-0.05408134504523178,5,Sandal
-0.3826409620547799,-0.20666433032721526,2,Pullover
-0.2962581242346608,0.3573341046270514,3,Dress
-0.16324131840118417,-0.15952497760801437,0,T-shirt/top
0.523638012696798,-0.09256465029101806,7,Sneaker
0.17543240942880298,-0.11410631006449934,9,Ankle boot
-0.2893637831185335,0.02559219313135073,6,Shirt
-0.18818558034739197,0.33453203335595777,1,Trouser
-0.3072068218518725,-0.20268423720544385,6,Shirt
